name,lastCommitSHA,guideline_path,guideline_url,guideline_evidence,artifact_path
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,binding/cangjie/src/tests/service/searcher_pool_test.cj,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/service/searcher_pool_test.cj,"loan count should be 1, got ${pool.getLoanCount()}",guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/service/searcher_pool_test.cj
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,binding/cangjie/src/tests/xdb/header_test.cj,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/xdb/header_test.cj,"expected version 3, got ${h.version}",guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/xdb/header_test.cj
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,binding/cangjie/src/tests/xdb/searcher_test.cj,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/xdb/searcher_test.cj,all modes should return same result,guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/xdb/searcher_test.cj
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,binding/cangjie/src/tests/xdb/util_test.cj,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/xdb/util_test.cj,"expected 4 bytes, got ${ip.size}",guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/binding/cangjie/src/tests/xdb/util_test.cj
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,maker/golang/xdb/maker.go,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/maker/golang/xdb/maker.go,// @Note: data length should be the length of bytes.,guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/maker/golang/xdb/maker.go
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,maker/golang/xdb/util.go,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/maker/golang/xdb/util.go,// sip must <= eip,guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/maker/golang/xdb/util.go
lionsoul2014/ip2region,5a401aaebbe26b80cf0702bcc1934f1a556c9cf7,maker/java/src/main/java/org/lionsoul/ip2region/xdb/Util.java,https://github.com/lionsoul2014/ip2region/blob/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/maker/java/src/main/java/org/lionsoul/ip2region/xdb/Util.java,// returns: byte[4] for IPv4 and byte[16] for IPv6 and the bytes should be in Big endian order.,guideline-files/lionsoul2014/ip2region/5a401aaebbe26b80cf0702bcc1934f1a556c9cf7/maker/java/src/main/java/org/lionsoul/ip2region/xdb/Util.java
openid/appauth-android,e5f51842fd1d3c7e49d9b6642e346f43f495dac8,config/checkstyle/checkstyle.xml,https://github.com/openid/appauth-android/blob/e5f51842fd1d3c7e49d9b6642e346f43f495dac8/config/checkstyle/checkstyle.xml,<!-- Require One top-level class per file -->,guideline-files/openid/appauth-android/e5f51842fd1d3c7e49d9b6642e346f43f495dac8/config/checkstyle/checkstyle.xml
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/README.md,"this project should follow the guidelines of the ""Clean
Architecture"" principle.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/EfestoDeveloperGuide.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/EfestoDeveloperGuide.md,the *plugins* must have no direct dependency between them,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/EfestoDeveloperGuide.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-compilation-manager/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-compilation-manager/Readme.md,Each engine' plugin should declare which *resources* it is able to process/manage.,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-compilation-manager/Readme.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-runtime-manager/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-runtime-manager/Readme.md,inside `runtime-manager-common` should be considered **private** and hidden from outside.,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-runtime-manager/Readme.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-compilation-manager/efesto-compilation-manager-api/src/main/java/org/kie/efesto/compilationmanager/api/service/KieCompilerService.java,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-compilation-manager/efesto-compilation-manager-api/src/main/java/org/kie/efesto/compilationmanager/api/service/KieCompilerService.java,"The compilation-related interface to be implemented by engine-plugin.
 * It will be looked for with SPI, so each engine should declare that implementation inside
 * <code>src/main/resources/META-INF/services/org.kie.efesto.compilationmanager.api.service.KieCompilerService</code> file",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-compilation-manager/efesto-compilation-manager-api/src/main/java/org/kie/efesto/compilationmanager/api/service/KieCompilerService.java
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-runtime-manager/efesto-runtime-manager-api/src/main/java/org/kie/efesto/runtimemanager/api/service/KieRuntimeService.java,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-runtime-manager/efesto-runtime-manager-api/src/main/java/org/kie/efesto/runtimemanager/api/service/KieRuntimeService.java,"The compilation-related interface to be implemented by engine-plugin.
 * It will be looked for with SPI, so each engine should declare that implementation inside
 * <code>src/main/resources/META-INF/services/org.kie.efesto.runtimemanager.api.service.KieRuntimeService</code> file",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-runtime-manager/efesto-runtime-manager-api/src/main/java/org/kie/efesto/runtimemanager/api/service/KieRuntimeService.java
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-common-api/src/main/java/org/kie/efesto/common/api/identifiers/ComponentRoot.java,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-common-api/src/main/java/org/kie/efesto/common/api/identifiers/ComponentRoot.java,Each component should implement their root and provide a method of the form:,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-common-api/src/main/java/org/kie/efesto/common/api/identifiers/ComponentRoot.java
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-common-core/src/main/java/org/kie/efesto/common/core/serialization/DeserializerService.java,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-common-core/src/main/java/org/kie/efesto/common/core/serialization/DeserializerService.java,"For each custom-made deserializer, an instance of this interface has to be provided.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-common-core/src/main/java/org/kie/efesto/common/core/serialization/DeserializerService.java
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,efesto/efesto-core/efesto-common-core/src/main/java/org/kie/efesto/common/core/serialization/SerializerService.java,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-common-core/src/main/java/org/kie/efesto/common/core/serialization/SerializerService.java,"For each custom-made deserializer, an instance of this interface has to be provided.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/efesto-core/efesto-common-core/src/main/java/org/kie/efesto/common/core/serialization/SerializerService.java
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-pmml-trusty/DeveloperGuide.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/DeveloperGuide.md,"For each model, a ""Factory"" class has to be generated.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/DeveloperGuide.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-pmml-trusty/kie-pmml-compiler/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/kie-pmml-compiler/Readme.md,for every PMML **model** there should be a generated class extending _KiePMMLModel_,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/kie-pmml-compiler/Readme.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-pmml-trusty/kie-pmml-models/kie-pmml-models-drools/kie-pmml-models-drools-tree/kie-pmml-models-drools-tree-compiler/Implementation.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/kie-pmml-models/kie-pmml-models-drools/kie-pmml-models-drools-tree/kie-pmml-models-drools-tree-compiler/Implementation.md,for each branch/leaf of the tree a full-path rule has to be generated,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/kie-pmml-models/kie-pmml-models-drools/kie-pmml-models-drools-tree/kie-pmml-models-drools-tree-compiler/Implementation.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-dmn/Developer_Guide.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/Developer_Guide.md,Every _FEEL function_ is mapped to a concrete class extending `BaseFEELFunction`.,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/Developer_Guide.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-dmn/kie-dmn-test-resources/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/kie-dmn-test-resources/Readme.md,"The latter are invalid ones, expected to have some errors, and used to check that such errors are detected by validation.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/kie-dmn-test-resources/Readme.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-drl/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-drl/Readme.md,"At Runtime, the `FRI` should univocal define
1. the kind of runtime
2. (eventually) the session id",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-drl/Readme.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,kie-maven-plugin/IntegrationTests.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-maven-plugin/IntegrationTests.md,"test classes must be named with trailing ""IT""",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-maven-plugin/IntegrationTests.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,drools-drlonyaml-parent/drools-drlonyaml-cli-tests/src/test/resources/batch_drl_files/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/drools-drlonyaml-parent/drools-drlonyaml-cli-tests/src/test/resources/batch_drl_files/README.md,Only expecting to be git-commited files with .drl extension in here;,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/drools-drlonyaml-parent/drools-drlonyaml-cli-tests/src/test/resources/batch_drl_files/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,drools-drlonyaml-parent/drools-drlonyaml-cli-tests/src/test/resources/batch_yml_files/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/drools-drlonyaml-parent/drools-drlonyaml-cli-tests/src/test/resources/batch_yml_files/README.md,Only expecting to be git-commited files with .yml extension in here;,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/drools-drlonyaml-parent/drools-drlonyaml-cli-tests/src/test/resources/batch_yml_files/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/README.md,"the runner
feeds `changed-files.txt` to `CiComputeBuildScopes` and asserts the produced
`changed` / `affected` / `upstream` lists match the committed `expected-*.txt`
goldens.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/01-leaf-module-source/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/01-leaf-module-source/README.md,"No downstream propagation
should happen.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/01-leaf-module-source/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/02-hub-module-source/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/02-hub-module-source/README.md,"A hub-module change must pull
its entire transitive downstream into `affected`, while its own intra-
reactor dependencies end up in `upstream`. The two sets are large but
still disjoint.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/02-hub-module-source/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/03-root-pom/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/03-root-pom/README.md,"parent, so modifying the root rebuilds everything.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/03-root-pom/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/04-two-independent-leaves/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/04-two-independent-leaves/README.md,with nothing added or double-counted.,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/04-two-independent-leaves/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/05-upstream-downstream-pair/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/05-upstream-downstream-pair/README.md,"not a ""bigger"" set — deduplication must hold.",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/05-upstream-downstream-pair/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/07-removed-module/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/07-removed-module/README.md,deliberately one that does not (and must not) exist in the repo.,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/07-removed-module/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/08-combined-mixed-changes/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/08-combined-mixed-changes/README.md,`affected` and `upstream` remain disjoint under the full combination,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/08-combined-mixed-changes/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/09-nested-pom-under-src/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/09-nested-pom-under-src/README.md,"the walk-up-to-nearest-pom logic must skip any
`pom.xml` that lives under a `src/` folder",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/09-nested-pom-under-src/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/11-fully-removed-subtree/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/11-fully-removed-subtree/README.md,"Crucially, the script **does not crash** on the non-existent paths —
  it tolerates missing dirs/files during the walk-up and finds the
  root pom",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/11-fully-removed-subtree/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-compute-build-scopes/12-quarkus-extension-pairing/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/12-quarkus-extension-pairing/README.md,"The synthetic Quarkus extension edge ensures the paired runtime modules
(`drools-quarkus`, `drools-quarkus-ruleunits`) also land in the affected set
rather than the upstream set",guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-compute-build-scopes/12-quarkus-extension-pairing/README.md
apache/incubator-kie-drools,1b022f1d61ba2674d07739f01d6ddf91c37fcea3,script/ci/tests/scenarios-summary/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-summary/README.md,Each subdirectory is a self-contained fixture for `CiSummaryTest`.,guideline-files/apache/incubator-kie-drools/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/tests/scenarios-summary/README.md
